Indegree,Outdegree,NumSCC,betweenness,closeness
1,8,0,68.61183623293809,0.37759838546922303
3,7,0,1982.6975625420016,0.3189566996249574
1,0,1286,0.0,0.27616236162361624
3,7,0,508.79643766010486,0.34154801022270903
8,5,0,945.1132729176015,0.3490671641791045
0,1,1289,0.0,0.32998236331569664
7,2,0,39.607084441974045,0.34292521994134895
2,4,0,36.46756635599096,0.33416681550276833
2,8,0,1.840192869950934,0.36043151608553264
3,1,0,0.0,0.27759643916913945
0,0,1294,0.0,0.0
9,18,0,1312.672039541795,0.41661099977733246
1,10,0,1797.3292525588686,0.3846628289473684
2,4,0,204.89903191380742,0.32692643718329545
1,0,1298,0.0,0.26460189506434734
1,7,0,505.9894894182177,0.3510977669356352
6,2,0,1800.2177592268965,0.3268122270742358
1,2,0,139.61600740578035,0.3141897565071369
1,1,0,0.0,0.2516476126429052
15,6,0,6424.042197415834,0.3362084456424079
1,7,0,161.87314551824056,0.3777508580658187
1,1,0,0.0,0.2800898203592814
11,6,0,6614.887472023916,0.33766468146543943
0,0,1307,0.0,0.0
3,2,0,14.736111958217222,0.280047897021404
13,15,0,3862.923572421526,0.4047155526714255
1,0,1310,0.0,0.28152272043334337
0,13,1311,0.0,0.4064740386704323
17,8,0,6735.023362183176,0.4046280276816609
0,0,1313,0.0,0.0
2,3,0,1536.951442424476,0.3636540330417881
3,3,0,6.370326813412175,0.3331552706552707
4,16,0,82.53067239550789,0.3963983050847458
27,19,0,8966.432393005662,0.4048031155344007
109,37,0,63753.36640394033,0.4625463535228677
4,4,0,2259.591094725914,0.3492626470039201
0,2,1320,0.0,0.3084913437757626
4,4,0,228.0253465123953,0.3329181494661922
7,9,0,6743.896151204105,0.3579491103883681
0,0,1323,0.0,0.0
1,7,0,6429.388337941593,0.3611271955221
2,5,0,17.65647843637805,0.3555682250095021
0,4,1326,0.0,0.3505058074185088
1,3,0,3.52251904529395,0.30324149108589954
2,16,0,3470.665704615794,0.38497942386831274
3,10,0,5536.071730311392,0.35685676139614725
3,13,0,1021.9784743656696,0.37211614956245026
4,15,0,1184.754856719243,0.39970091860713525
10,19,0,5827.181658756471,0.3921609725424439
0,6,1333,0.0,0.3823829961169017
2,4,0,1929.7753492080872,0.34192251461988304
1,13,200,58.88210570531881,0.4027120103314679
1,5,0,41.24146862066381,0.36664707035077404
1,4,0,23.32075875453329,0.344186902133922
1,5,0,93.13294096276523,0.3440603162927547
6,5,0,412.3839981686807,0.35631308322224337
1,0,1340,0.0,1.0
1,3,0,5.536831251123912,0.350834427151697
11,39,0,12139.319562859991,0.4431549028896258
0,0,1343,0.0,0.0
0,0,1344,0.0,0.0
12,4,0,1973.3476626965537,0.3453941295920251
1,33,0,1111.235397707692,0.43090741593735604
13,15,0,23187.936453379723,0.3597385118246491
2,4,0,10.076939885658707,0.28114199849737037
1,7,0,178.03298199866768,0.3588415803605677
4,10,0,5366.137592957431,0.3581546707503829
15,36,0,12948.40834010904,0.4104870557261957
0,1,1352,0.0,0.3468668891360771
12,10,0,6112.799828154613,0.38713014690668324
1,3,0,19.67958537674233,0.3331552706552707
0,1,1355,0.0,0.32998236331569664
2,9,0,56.49271094206243,0.34991584065831305
2,5,0,32.67594906015194,0.3340474915193715
3,6,0,104.19193706150521,0.36514441842310696
10,9,0,2813.127673818916,0.34361799816345273
7,6,0,4876.91475312447,0.33778660408015887
7,4,0,65.82659942345977,0.34622501850481124
11,13,0,6042.909260393656,0.3893860561914672
23,13,0,8044.70448927283,0.40124383444134676
0,2,1364,0.0,0.34211007496800144
12,19,0,2860.741739208312,0.42378255945639864
0,18,1366,0.0,0.3935633151030711
0,1,1367,0.0,0.27305896088733217
25,10,0,2156.535282984005,0.39430979978925185
1,1,0,0.0,0.3307406752695775
1,0,1370,0.0,0.3155675493337831
0,13,1371,0.0,0.3867300537412154
0,6,1372,0.0,0.35638095238095235
6,1,0,39.20852200846986,0.3369956772334294
6,15,0,7542.433829900207,0.3819146764645846
0,9,1375,0.0,0.3834802213568354
22,15,0,4854.749957260003,0.3889004364996882
0,1,1377,0.0,0.280047897021404
1,0,1378,0.0,0.244511238891793
3,2,0,4.495071649119033,0.288156476205144
1,1,0,0.0,0.30522022838499185
17,23,0,5398.293189063657,0.41393805309734516
2,7,0,20.801055771311585,0.3580861244019139
1,2,0,0.0,0.33742110009017134
0,0,1384,0.0,0.0
7,6,0,2160.6255230282422,0.371009319849296
13,9,0,4283.962483957391,0.3835588355883559
4,8,0,158.42629051673984,0.35753869673227595
9,8,0,412.3193525537173,0.35610963075751806
0,5,1389,0.0,0.3406153286000364
8,7,0,590.6771569721168,0.3602233346168656
0,7,1391,0.0,0.3819146764645846
0,0,1392,0.0,0.0
0,6,1393,0.0,0.3647173489278752
1,26,0,18.34992428160652,0.42130150866921867
4,9,0,84.72917254523631,0.3852172122709491
6,5,0,8.911058806390113,0.37145126067103434
1,3,0,0.0,0.3661448140900196
3,11,0,388.21577361740714,0.4008140531276778
0,2,1399,0.0,0.3062694385333115
0,9,1400,0.0,0.3450756178531907
2,15,0,1252.6087287553505,0.40392918825561314
18,6,0,1314.6762297202074,0.38849667774086377
0,1,1403,0.0,0.3024571613320401
5,4,0,2899.5335594344783,0.3289381153305204
5,3,0,6.751789816739061,0.34609692933777286
0,1,1406,0.0,0.2482090740249403
0,1,1407,0.0,0.3189566996249574
1,3,0,0.5787037037037037,0.33452529948149473
5,2,0,144.62881245871728,0.3177109865851588
2,50,0,4670.170078652541,0.42912844036697245
4,6,0,407.8337064267207,0.3588415803605677
0,7,1412,0.0,0.3676557280408725
2,10,0,1871.4896473134281,0.3810590631364562
1,0,1414,0.0,0.31530165149983147
7,13,0,2671.879258857327,0.4027120103314679
1,1,0,0.0,0.33452529948149473
2,4,0,91.22832862094859,0.35030893091181425
0,2,1418,0.0,0.3066710375348304
1,3,0,16.018615662721523,0.32669809673476513
1,4,0,3585.0779309600034,0.3426112433620216
34,17,0,11260.412736826667,0.3965663416701992
1,7,0,293.2162040605402,0.3660731755038153
12,44,0,8565.298983689936,0.42824444953078505
11,9,0,2715.445120643407,0.3823829961169017
2,4,0,50.973035921489036,0.3515595640736565
18,17,0,25747.552728429757,0.3555006650199506
1,16,0,51.13020069530908,0.39522602450359107
0,0,1428,0.0,0.0
1,0,1429,0.0,0.2936283741368487
2,7,0,297.83511869772104,0.34431358115568644
11,30,0,3659.2130117144875,0.42416685558830197
30,25,0,3985.283690523889,0.43531875290832944
8,3,0,180.1217831492498,0.3364502787268477
7,8,0,2246.3607052405832,0.367944936086529
4,8,0,795.7916553518455,0.3590481673383228
1,6,1436,13.067223705699394,0.3918324607329843
0,2,1437,0.0,0.35063718140929534
28,12,0,10141.980734809047,0.3926547743966422
0,6,1439,0.0,0.3691791633780584
0,0,1440,0.0,0.0
1,2,1441,17.10126967830056,0.3581546707503829
1,1,0,0.0,0.2891808346213292
0,0,1443,0.0,0.0
127,37,0,43440.81988047329,0.4304117782378652
21,5,0,1902.096979729983,0.3662164807202975
3,6,0,77.77894657309952,0.3478341699200595
18,5,0,4996.580374358077,0.3650019508388607
4,1,0,6.351501482554653,0.29660748256182623
2,7,0,366.89251922902014,0.37653451398671767
1,3,0,1850.575638135648,0.3250521195274496
0,2,1451,0.0,0.3189566996249574
5,5,0,47.18159063542268,0.36443319049474093
3,4,0,2026.678560867431,0.3191743432275674
0,1,1454,0.0,0.2894044856921887
2,3,0,5.552152477152477,0.35182399398270026
0,1,1456,0.0,0.33524457982440425
67,30,0,35521.454439696616,0.4396146616541353
5,6,0,90.93602016204757,0.3798984771573604
4,6,0,60.094059593582145,0.35116366366366364
0,3,1460,0.0,0.3411121239744758
0,0,1461,0.0,0.0
4,54,0,11799.498578149072,0.4360288976928455
0,12,1463,0.0,0.40976784932106874
11,10,0,527.2105373688657,0.38569367140795713
3,1,0,3.4089113305585497,0.33578607322325915
22,13,0,4177.488880652297,0.39011676396997497
7,7,0,229.4723799683958,0.39406065711878685
1,10,0,164.70705732873898,0.34880686055182697
0,1,1469,0.0,0.31530165149983147
0,5,1470,0.0,0.35897927858787415
27,35,0,29990.39095353716,0.4202605570530099
0,1,1472,0.0,0.26808998423842956
3,17,0,99.73464398194375,0.3574021012416428
1,2,0,0.0,0.32686932215234105
0,0,1475,0.0,0.0
2,19,0,537.5947789265599,0.3806714140386572
49,25,0,14488.13266762899,0.4060329861111111
3,6,0,3814.347426135371,0.31819727891156463
7,1,0,28.410584835845473,0.3457771206800961
5,10,0,88.67470766152694,0.3269835721775603
1,0,1481,0.0,0.2477489406779661
6,11,0,8554.803834926337,0.3902795160617438
0,4,1483,0.0,0.3689607572470913
65,22,0,14160.029060470597,0.4504092441020703
6,32,0,5688.466973666259,0.4304117782378652
1,0,1486,0.0,0.28131108104044505
0,19,1487,0.0,0.41922473672417654
3,2,0,922.6430460631555,0.33542488347077803
3,24,0,360.0583795304862,0.39953021567371344
31,13,0,9640.093540403968,0.38537590113285275
37,8,0,3411.542006289581,0.4041036717062635
1,2,0,2.021560846560847,0.3432397725188039
0,6,1493,0.0,0.34828741623231574
2,9,0,1984.943499252165,0.3706418383518225
1,11,0,64.87059660028346,0.39314982139104854
0,3,1496,0.0,0.3542889604241621
1,5,0,30.51059024199019,0.3586352309756565
55,21,0,16188.207490235543,0.42215703971119134
0,1,1499,0.0,0.29707843759923785
1,6,0,17.976303299299417,0.3760804020100503
1,12,1501,47.10437536055844,0.4027120103314679
0,11,1502,0.0,0.396902842596521
0,0,1503,0.0,0.0
27,14,0,8436.004423936698,0.4103070175438597
0,0,1505,0.0,0.0
2,6,0,90.17793515873986,0.34900205185599703
0,2,1507,0.0,0.3362084456424079
18,37,0,8489.739388249634,0.43170281495154594
6,21,0,8258.099275778222,0.4073590246026562
0,1,1510,0.0,0.31461240961829495
0,7,1511,0.0,0.3425485170267301
1,4,1137,53.62792665776693,0.3075784974519152
1,4,0,11.883881620301473,0.33345214756727853
126,40,0,51849.584169491194,0.47319170460293375
4,24,0,2401.692616449706,0.3974930953898449
4,4,0,683.4842363503799,0.33309595869681324
12,10,0,8455.162875439062,0.3662881754111198
7,2,0,1112.9647345562264,0.32652705061082027
0,2,1519,0.0,0.29684277328256387
0,3,1520,0.0,0.3452029520295203
1,3,0,1.6711371663747705,0.3224194382216095
1,19,0,76.23072028037029,0.407891868323523
3,11,0,1961.0691995627349,0.3842678168001643
1,5,0,41.327457402776744,0.33815290077715526
2,5,0,245.08960618942325,0.35182399398270026
3,5,0,38.8317157837452,0.3774460359088158
10,32,0,8826.084561244235,0.4310066804883667
2,19,0,1972.767537588216,0.41763392857142856
2,6,0,21.54782423365917,0.36266718356270594
62,39,0,34176.93951932186,0.45291696925683855
0,5,1531,0.0,0.3743497398959584
5,2,0,293.0903636296784,0.3254479039833014
2,2,0,1.3391131815044859,0.30946080052927555
2,9,0,25.98656868660978,0.3555006650199506
2,5,0,19.40973218546571,0.3584977965127419
4,7,0,748.6173866700125,0.3768378650553877
2,4,579,9.959471926085236,0.34757570128181314
0,0,1538,0.0,0.0
0,1,1539,0.0,0.3417351598173516
0,0,1540,0.0,0.0
0,7,1541,0.0,0.3744995996797438
1,10,631,1422.0000000000002,0.3987638533674339
1,6,0,2.4307059512956606,0.3623862095680806
1,3,0,92.24945193084149,0.28275653619465013
2,9,0,2608.5087525469908,0.3635833657209483
0,0,1546,0.0,0.0
2,2,0,17.864907063454954,0.3527526395173454
2,2,0,343.18077947579036,0.31028192371475954
10,18,0,3654.4426858523484,0.3805939788445891
7,7,0,1065.8801829325616,0.34828741623231574
1,3,0,26.03625452883295,0.3230875496460024
1,0,1552,0.0,0.2688604684581118
3,4,0,143.21594480386014,0.32726954696519156
0,1,1554,0.0,0.3468668891360771
10,11,0,1371.389215058858,0.3740503798480608
4,5,1556,798.8436866868747,0.2851699436061576
1,4,1556,925.8541905757711,0.3017741935483871
2,0,1558,0.0,0.23210519786626968
2,1,0,3567.0,0.27896227821678843
1,18,689,32.28097369617808,0.4157777777777778
4,7,0,3729.5727505777622,0.3749498997995992
1,4,1562,0.0,0.3497850065432791
1,10,1562,101.59661187132647,0.39514255543822596
1,2,0,3696.594528142124,0.2869191841742064
2,6,0,386.4754294786179,0.3602233346168656
7,20,0,1121.2477977281162,0.4056808326105811
8,11,0,3531.1842066949566,0.39273719563392107
0,1,1568,0.0,0.29515696482094966
0,41,1569,0.0,0.4381733021077283
1,14,0,3867.0854487478073,0.4030590262817751
1,9,0,2423.080012172401,0.3733040702314445
3,7,0,777.619809237922,0.3426739926739927
0,9,1573,0.0,0.37706569931479245
0,4,1574,0.0,0.3363897878460985
1,3,0,0.0,0.30541952334312766
16,3,0,1058.1822053770327,0.3565167682926829
6,13,0,273.33648313696716,0.3993596584845251
16,34,0,7663.07004928866,0.4289316827143512
0,0,1579,0.0,0.0
6,13,0,1468.2020758536753,0.37517545618608383
11,8,0,1475.9208774470496,0.3728577122359506
1,7,0,127.70052572590528,0.32922752067569944
2,3,0,14.063490422185865,0.32015742642026007
0,1,1584,0.0,0.2876249039200615
6,11,0,9076.452343646304,0.35496110794915575
47,34,0,38601.431467941555,0.4392018779342723
1,4,0,3.0884702008996237,0.34731761648412846
8,19,0,1132.4125305088662,0.3934805467928496
0,11,1589,0.0,0.4081588132635253
19,15,0,5321.645433307222,0.3161006926845751
18,16,0,1173.614469448514,0.4121145374449339
0,4,1592,0.0,0.32969162995594714
4,5,0,134.99146556764524,0.36015399422521654
0,2,1594,0.0,0.33560538116591926
0,9,1595,0.0,0.3631599378881988
0,9,1596,0.0,0.36671893375147
3,1,1597,20.00359357990937,0.24129481557905597
4,1,1598,900.6456279587859,0.2968898762297683
2,2,1598,888.6043720412141,0.29637256454934263
3,7,0,100.11056356110308,0.37517545618608383
8,4,0,2338.564484295715,0.3350044762757386
2,5,0,257.9073511699485,0.3327997154037709
1,0,1603,0.0,0.23016361176036412
1,0,1604,0.0,0.28084659261483036
1,1,0,0.0,0.28775761304214087
20,11,0,7487.044342176081,0.3647173489278752
1,4,0,157.56573015812626,0.2570054945054945
6,8,0,2391.3196769336187,0.35563581068237976
2,21,0,10535.034536473113,0.4041036717062635
0,2,1610,0.0,0.3428623785962983
0,1,1611,0.0,0.291796631316282
28,14,0,16771.856388744774,0.41193306913254074
2,6,0,1360.8237958272457,0.33864253393665156
0,0,1614,0.0,0.0
1,2,0,0.0,0.27401874633860573
3,5,0,911.8855362065145,0.3565167682926829
0,0,1617,0.0,0.0
5,18,0,383.2350791443519,0.42349479402444545
0,3,1619,0.0,0.323478561549101
6,12,0,1587.397783426469,0.381758824729647
1,13,0,202.3515429510289,0.38561417971970324
2,8,0,440.924586861197,0.37189425561518585
1,5,0,48.93322630032431,0.3662164807202975
0,1,1624,0.0,0.2667522098659823
0,1,1625,0.0,1.0
2,3,0,1787.3649572649574,0.2806780678067807
0,0,1627,0.0,0.0
2,10,0,79.53970580411575,0.3804392029280195
2,3,0,114.80736655880645,0.32732680195941216
1,0,1630,0.0,0.3155675493337831
10,0,1631,0.0,0.3414233576642336
1,3,1632,44.675207351192185,0.334226509467667
7,5,0,2840.202358023498,0.37293203109427947
1,0,1634,0.0,0.27167126470161174
3,10,0,288.38679297145916,0.3702018203403245
0,2,1636,0.0,0.28780187663436396
1,6,0,7.26337404149042,0.3821486928104575
1,1,0,0.0,0.24188752424046542
0,24,1639,0.0,0.4122961657117673
6,18,0,2401.6917705718497,0.3505058074185088
0,4,1641,0.0,0.3176570458404075
1,3,0,42.7762982375578,0.2884229998458455
2,3,0,91.61717381910591,0.3377256317689531
0,0,1644,0.0,0.0
4,11,0,2062.468502142669,0.3956438993444703
3,11,0,2404.2830403615035,0.3802845528455285
0,2,1647,0.0,0.30143386499113906
3,7,0,2106.186345413034,0.36393697724178176
2,3,0,0.0,0.30854221635883905
2,2,0,1798.7496524921155,0.2864798652580003
0,0,1651,0.0,0.0
1,2,1652,5.511111111111111,0.2902575240459199
73,32,0,24306.564065056747,0.42120666366501575
7,8,0,583.1989077869384,0.34552169898430285
5,13,0,67032.0181002147,0.40454054054054056
3,0,1656,0.0,0.32916959887403235
128,66,0,62039.59695901545,0.483712512926577
0,7,1658,0.0,0.3383363471971067
2,1,0,315.1050671012461,0.29707843759923785
34,16,0,11556.559507710479,0.41866189304094875
27,21,0,8531.743537111752,0.4010718113612004
3,7,0,237.38161609059372,0.3786682857721109
49,34,0,13780.203801139878,0.43200184714846457
2,3,0,0.0,0.3457132298595713
0,2,1665,0.0,0.35122958513234465
1,5,0,1784.6261904761905,0.3269835721775603
2,7,0,1560.698684646636,0.38013002844372207
0,1,1668,0.0,0.3186850621699881
0,13,1669,0.0,0.4100372561911023
1,5,0,6.42523126217017,0.35044015733283385
0,4,1671,0.0,0.36772798742138363
1,3,1865,3.138095238095238,0.2631875087916725
2,3,0,90.12441089976477,0.34815779679940456
165,59,0,111497.50251235695,0.4803594351732991
2,2,0,7.216331652001113,0.3365107913669065
0,11,1676,0.0,0.3599461331281262
0,26,1677,0.0,0.4081588132635253
4,9,0,534.7301258788558,0.38036186216710716
11,21,0,6284.283292050425,0.3808263789945044
2,0,1680,0.0,0.2751470588235294
1,1,0,0.0,0.308084966244031
2,3,0,68.74178277467432,0.3121454788121455
412,35,0,115506.47522925737,0.519001386962552
26,18,0,11318.148601511866,0.40958844133099825
0,7,1685,0.0,0.37714170530135055
0,5,1686,0.0,0.35712922313418594
2,5,0,1.3797644556231894,0.3599461331281262
0,2,1688,0.0,0.3252781641168289
2,5,0,12.720666859791924,0.3625968992248062
1,13,0,162.2812675694558,0.4041036717062635
0,2,1691,0.0,0.35911708253358926
0,1,1692,0.0,0.2627808988764045
4,12,0,2360.4863766314998,0.4008999357188772
2,3,0,84.4957456284132,0.3212017167381974
9,9,0,311.7618625620185,0.36693469307707394
11,5,0,2483.9020548103445,0.36372472783825816
7,7,0,3211.0502273461366,0.344186902133922
0,0,1698,0.0,0.0
0,1,1699,0.0,0.3081357048748353
38,6,0,3082.5242528761223,0.3808263789945044
4,4,0,3235.7480574050983,0.3664316490403447
1,1,0,0.0,0.27954579411325264
17,21,0,10484.487113287036,0.40976784932106874
4,6,0,630.4900803500473,0.34874184529356944
7,2,0,154.65931454096622,0.3452029520295203
1,0,1706,0.0,0.27661147250147844
1,3,0,1459.9750812490463,0.3537530724144451
3,5,0,3408.08392496768,0.32882249560632687
0,1,1709,0.0,0.3189566996249574
1,16,0,1840.0144119350566,0.40262534968797076
0,7,1711,0.0,0.3560418648905804
7,4,0,1043.009312891696,0.33167878035809256
15,4,0,6984.253850182893,0.32928546286518834
62,22,0,29583.823072828178,0.4243592651394874
0,6,1715,0.0,0.37630732099758646
12,5,0,1365.0777467130508,0.3560418648905804
4,18,0,3308.2888251398685,0.39825457641549594
0,0,1718,0.0,0.0
417,79,0,306481.61277546507,0.5357961053837342
1,7,0,55.362464881537626,0.3841100390063642
0,1,1721,0.0,0.3468668891360771
3,2,0,249.63322254899973,0.3377256317689531
0,10,1723,0.0,0.36550107442859936
6,16,0,8449.644978126778,0.3941436696861175
2,3,0,0.0,0.2968898762297683
2,5,0,90.72969221420928,0.3715250198570294
66,17,0,19352.90388294436,0.4397179788484136
5,16,0,502.4166312770716,0.40323275862068964
3,2,0,21.610956933819033,0.3354850277927201
1,2,0,1784.0742448249425,0.30114276516980526
2,2,0,0.0,0.35987689940373147
1,6,801,21.247266986309917,0.35644884739950466
2,22,0,2106.3470703755797,0.42368659420289856
1,6,0,1795.2960286576945,0.3631599378881988
1,9,0,1893.5211373203554,0.34154801022270903
2,4,0,156.35855570079107,0.3324449182658138
0,9,1737,0.0,0.3631599378881988
1,4,0,32.27053349734296,0.3652156939293383
9,12,0,1686.7761980098933,0.3802845528455285
0,2,1740,0.0,0.3235344976655715
2,3,0,273.43369245375203,0.33542488347077803
8,14,0,3410.6238919909874,0.39901898059287694
0,1,1743,0.0,0.3201026518391788
0,0,1744,0.0,0.0
4,26,0,455.82410338337644,0.42349479402444545
7,22,0,55.095309795794996,0.3599461331281262
0,4,1747,0.0,0.37882162381048795
4,16,0,115.50851923746843,0.4078029642545772
11,54,0,12671.132186777915,0.4516051170649288
1,2,0,0.0,0.33530465949820787
11,15,0,4288.736204983017,0.39723991507431
0,4,1752,0.0,0.3614760432766615
38,20,0,8966.968381501576,0.4164255508568885
0,3,1754,0.0,0.36266718356270594
1,3,0,2.7662037037037033,0.2967956852791878
4,7,442,190.6301098765885,0.3559064105002853
0,14,1757,0.0,0.4048031155344007
1,33,0,574.7221621690348,0.4155007772596047
0,6,1759,0.0,0.3683070866141732
1,1,0,0.0,0.266372437357631
5,12,0,194.3969913125818,0.3806714140386572
0,13,1762,0.0,0.3868100062021914
0,5,1763,0.0,0.3615458937198068
0,3,1764,0.0,0.35788064269319053
16,22,0,2758.4534121450015,0.4187555953446732
0,2,1766,0.0,0.327613377692173
4,3,0,1883.1794576923392,0.3296335447498238
2,3,0,12.902836724823574,0.34867685426761086
2,26,0,3480.381560867497,0.40124383444134676
2,6,0,10.892067011579208,0.31950136612021857
1,1,0,0.0,0.27254187909686817
1,1,0,7.9814003662955315,0.3167964781578056
1,10,0,38.27438873597854,0.3612666537941688
19,19,0,7656.2675161255565,0.4153163152053274
4,5,0,124.00724505065779,0.31141810918774965
1,4,0,26.849287112538875,0.31873935264054515
0,0,1777,0.0,0.0
2,10,0,164.50760390478314,0.38371616078753074
1,0,1779,0.0,1.0
3,7,0,11.274042243446267,0.3106941215543009
4,6,1556,3052.1344414426003,0.3270407271456039
2,6,0,187.23303718188376,0.3135053619302949
2,2,1556,45.16520022045599,0.24768334657135294
23,32,0,15073.526480435497,0.426779197080292
1,1,0,0.0,0.27246250182029996
1,0,1786,0.0,0.2704538884070541
8,3,0,1709.26474645913,0.3240949246492292
1,3,0,0.0,0.28084659261483036
13,5,0,4068.7426200409386,0.3234226447709594
2,15,0,316.5700596487433,0.37167262614223284
14,72,0,92371.91944026816,0.3706418383518225
0,3,1792,0.0,0.2913422609778885
7,8,0,414.106039417832,0.3522213855421687
32,7,0,24294.119532487664,0.35856650057493294
1,8,0,51.54787814694599,0.36808971080070824
4,2,0,1503.2320295804886,0.32443211375065023
3,0,1797,0.0,0.277514090774251
4,0,1798,0.0,0.30828802109078923
5,11,0,957.7450413204702,0.39783117159260045
4,15,0,496.4879254793461,0.39290214195716083
1,3,0,0.0,0.3056690083319719
2,4,0,184.0402448823798,0.3607790204396452
1,8,0,0.0,0.2972200158856235
6,9,0,1032.6884325219917,0.3691791633780584
1,4,0,7.9814003662955315,0.32032186269474405
3,6,0,292.5023178268306,0.34861188746040617
2,6,0,17.235833075755792,0.33309595869681324
1,4,0,0.0,0.30517044527809495
14,11,0,1663.5784678929103,0.36168567562342935
1,1,0,0.0,0.3049217731421121
3,4,0,91.5436337877395,0.3372994411393546
23,18,0,11160.403573573165,0.4073590246026562
2,4,0,21.311796066867807,0.3100762346702022
1,10,0,264.93893102160615,0.37502505512126677
0,1,1815,0.0,0.2704538884070541
9,17,0,2973.7069333586987,0.3457771206800961
1,1,0,0.0,0.24893560404470463
11,2,0,248.93466645828727,0.3268122270742358
0,2,1819,0.0,0.2943675267463814
1,12,0,99.83783258310386,0.3846628289473684
8,1,0,794.523837260988,0.3470599146726025
3,5,0,18.800707121706676,0.31053941908713695
6,11,0,864.6261261278206,0.396902842596521
4,4,0,47.79973069202429,0.33416681550276833
4,11,0,768.6752487315686,0.3780561729642352
6,8,0,2571.709891511291,0.38144750254841997
1,0,1827,0.0,0.22563917028461167
2,5,0,68.39389845755329,0.3380307136404697
2,3,0,26.413166068401384,0.33161999291031546
2,1,0,7.9814003662955315,0.3168501270110076
2,3,1556,45.16520022045599,0.24768334657135294
1,19,0,293.0721927014717,0.3875310687655344
6,11,0,974.903634457628,0.3744995996797438
3,69,0,21981.665111242244,0.4606105366814377
4,5,1556,20.706649853888564,0.25036799143583566
7,8,0,651.5012279222052,0.33578607322325915
1,1,0,3.922576291805355,0.3072249589490969
3,6,0,65.7478484068636,0.3416103706408618
3,10,0,142.63654951556572,0.3609182098765432
2,7,0,20.79976211196806,0.3464173301240511
0,0,1841,0.0,0.0
0,2,1842,0.0,0.33809179616913626
0,1,1843,0.0,0.30487208733909077
2,0,1844,0.0,0.31971975393028024
2,11,0,96.0241293608253,0.38737060041407867
35,13,0,18983.725649647953,0.396902842596521
1,3,0,6.778466386554622,0.3208161865569273
2,2,0,0.0,0.3448847926267281
0,0,1849,0.0,0.0
0,23,1850,0.0,0.41111843550867944
0,33,1851,0.0,0.4362322219631616
9,20,0,1711.5497051445222,0.4148558758314856
9,19,0,216.40431255245275,0.3376037531577048
41,20,0,7046.253586418315,0.42130150866921867
10,4,0,492.46954729201394,0.34919746173945504
12,5,0,11450.563412987325,0.3706418383518225
13,1,0,0.0,0.3034874290348743
6,1,0,1447.8718981627615,0.3295174357168017
1,1,0,2.8575634365753295,0.33821402747650037
21,8,0,4102.15920420457,0.37691377921031427
1,2,0,7.548394715578736,0.31993844049247605
1,1,0,1.3635700036477632,0.3431138822666422
4,4,0,3364.383083183728,0.3371171171171171
0,1,1864,0.0,0.3189566996249574
3,2,1865,1791.8073035253003,0.2788375558867362
0,2,1866,0.0,0.31642144427532554
0,0,1867,0.0,0.0
0,17,1868,0.0,0.3962304108428632
1,1,906,0.0,0.237466683589288
1,1,0,5.129308079182797,0.3239265927977839
1,6,0,10.584505083261762,0.3713775307661771
2,1,0,0.0,0.2916601714731099
0,1,1873,0.0,0.29321422974455413
0,1,1874,0.0,0.30294689119170987
4,7,0,318.424995400349,0.3652156939293383
4,9,0,3276.3517481123604,0.31966512899367844
0,0,1877,0.0,0.0
0,0,1878,0.0,0.0
4,34,0,671.3821023357415,0.43684333411160403
7,21,0,2710.52679889135,0.41093784318032067
0,0,1881,0.0,0.0
7,15,0,5562.152152190851,0.40427830596369924
1,8,0,55.36171103550155,0.3893050353724511
0,5,1884,0.0,0.37027508410845045
19,23,0,6369.007860653712,0.4174475680499777
2,6,0,7136.100392307969,0.36808971080070824
1,6,1887,0.0,0.3662164807202975
2,11,0,231.95437381796495,0.4009858551221603
12,7,0,9641.339645621058,0.3846628289473684
29,5,0,4030.6533564934393,0.35980769230769233
4,49,0,5539.558099327138,0.42932537861404313
40,3,0,3153.1482499234003,0.37820901556498887
10,12,0,6056.067793023807,0.34513927319682713
0,4,1894,0.0,0.3081357048748353
5,21,0,13315.063586876437,0.4064740386704323
15,23,0,10696.372617710782,0.41997755331088665
1,8,1897,44.53940571631926,0.34932785660941
13,21,0,8803.20790653493,0.41129918663442516
5,7,0,86.95531374874017,0.37661030595813205
1,7,0,4.83381814386253,0.3846628289473684
1,0,1901,0.0,0.25157993814710233
0,13,1902,0.0,0.4008140531276778
1,8,0,21.826845625722083,0.3834016393442623
0,1,1904,0.0,0.30294689119170987
40,23,0,13152.656363171836,0.4225383920505872
4,12,0,1872.7906288927954,0.3965663416701992
5,11,0,441.06608220332834,0.4001283147989735
4,4,0,3524.2754986671025,0.3531521328803322
1,7,1887,9.149879738030458,0.3691791633780584
0,9,1910,0.0,0.38979166666666665
4,18,0,3977.4992463701483,0.40201976794155564
1,1,0,0.0,0.2867872470876763
25,11,0,17721.280452281062,0.39011676396997497
0,0,1914,0.0,0.0
1,3,0,1.315050635638871,0.35529813900493734
1,3,0,20.165662038448176,0.31971975393028024
18,13,0,3233.735360134856,0.406385751520417
1,3,0,0.0,0.3166892349356804
7,15,0,2645.773325810726,0.3933978132884777
0,1,1920,0.0,0.34893696381947037
0,2,1921,0.0,0.30363518338201884
0,1,1922,0.0,0.3135579017931959
1,10,0,15.172231899116696,0.37691377921031427
6,20,0,3449.2344730657787,0.41903695408734604
7,17,0,780.3029579047769,0.3815252854812398
3,11,0,358.1092647040972,0.3704950495049505
